video id,initial time,final time,question,answer
KnI7IWbLWmE,0.81,55.84,"two men play [blank] in front of a row of police officers and a man in a military uniform , all as a photographer takes their photo from below .",bagpipes
KnI7IWbLWmE,0.81,55.84,"[blank] men play bagpipes in front of a row of police officers and a man in a military uniform , all as a photographer takes their photo from below .",two
SMhW9V-cJsQ,0,12.92,a man wearing [blank] is on his hands and knees using a power tool that is creating sparks .,gloves
p31a9wkiSHA,18.56,206.22,"man are putting the shoes , grabs a [blank] and is skateboarding by a sidewalk with her friends .",skateboard
DIF8qouivIU,0,40.09,a man wearing a white [blank] outfit walks over to a woman in leather with her hands tied together .,fencing
DIF8qouivIU,0,40.09,a man wearing a [blank] fencing outfit walks over to a woman in leather with her hands tied together .,white
ynda_PQe_CM,12.67,25.35,a man wearing yellow kicks the [blank] into the goal and celebrates with his team before a replay of his goal is shown .,ball
ynda_PQe_CM,26.4,42.25,[blank] men knock each other down before the red team scores a goal and a replay is shown .,two
ynda_PQe_CM,26.4,42.25,the game continues and two men knock each other down before the [blank] team scores a goal and a replay is shown .,red
ynda_PQe_CM,43.3,62.31,the [blank] team tries to score and is blocked multiple times before finally scoring and a replay of this goal is shown twice .,yellow
ynda_PQe_CM,63.37,87.66,the game continues until the [blank] team scores .,red
ynda_PQe_CM,88.72,99.28,"a man from each team kicks the ball at the goal , each man gets the ball in the [blank] and it flies back out .",net
ynda_PQe_CM,100.34,118.29,"when the next red team member kicks , the goalie blocks the [blank] .",ball
ynda_PQe_CM,100.34,118.29,"when the next [blank] team member kicks , the goalie blocks the ball .",red
ynda_PQe_CM,126.74,146.81,another man from each team scores before the goalie blocks a [blank] kicked by a man in yellow .,ball
8NfYYT8d3EQ,69.25,127.47,she places the various [blank] into a bowl and garnishes it very precisely .,ingredients
8NfYYT8d3EQ,127.47,175.64,she then pours a [blank] all over it .,sauce
dHzX9NqyBZw,0,10.36,[blank] men are standing on top of trampolines and make a synchronized jump into the pool .,two
dHzX9NqyBZw,10.3,12.8,man is going up the [blank] to the trampoline .,stairs
a_sm5Hv7HNw,0,24.6,three kids are climbing up a [blank] with out any rope .,mountain
a_sm5Hv7HNw,0,24.6,[blank] kids are climbing up a mountain with out any rope .,three
_-M4xNBhSEI,2.75,5.7,a green [blank] suddenly bounces across the fifty yard line .,ball
_-M4xNBhSEI,2.75,5.7,a [blank] ball suddenly bounces across the fifty yard line .,green
reit7blyxIo,0,8.65,a man is lying in [blank] under the covers .,bed
reit7blyxIo,60.54,72.08,"the man shaves his [blank] , making it much shorter before lying down in bed , cuddling with the bag filled with his beard hair .",bear
Ayix_aDOrzs,26.42,60.96,a [blank] is shown followed by a man cutting and styling her hair .,goldfish
Ayix_aDOrzs,116.5,135.47,the girl smiles and leaves the hair [blank] looking happy .,salon
4q7LmVSgIPk,95.56,165.7,the [blank] is now sitting on top of an object .,tire
W0RYvQUUNe0,2.95,11.58,the person maneuver the [blank] to turn around .,sail
SvMIG1JlcMk,16.14,169.85,women are waving [blank] around behind them .,flags
H2-rEH9TXR4,0,1.76,a woman in [blank] shorts hands a man a dart .,blue
H2-rEH9TXR4,1.81,5.73,a man in a [blank] hat throws a dart at a board .,white
rHWOESWciSc,0,7.26,a man in a chef 's outfit is talking in a [blank] while holding a potato .,kitchen
kdQfR6oqJ_M,12.41,27.22,there are several jockey riding [blank] horses in a stadium during a derby event .,brown
kdQfR6oqJ_M,12.41,27.22,are several jockey riding brown horses in a [blank] during a derby event .,stadium
kdQfR6oqJ_M,54.04,73.66,a woman cheers loudly in the [blank] .,camera
fX3tcnTdAN4,10.54,27.51,they are then running [blank] on the gravel .,drills
vT6bb2y34UE,0,16.17,two [blank] are seen laid across and table with a person putting a box on top .,wires
vT6bb2y34UE,0,16.17,[blank] wires are seen laid across and table with a person putting a box on top .,two
vT6bb2y34UE,10.11,43.02,tying a [blank] on top .,bow
vT6bb2y34UE,37.25,55.44,the person ties a [blank] cane with the box and shows it off to the camera .,candy
Zest0gXEWEc,3.13,12.22,a woman with blond hair prepares a [blank] dishwashing [blank] with a hanging sink and drying bars above a metal channel .,station
tETVZtWqdDs,31.67,93.16,"woman is holding a [blank] tube and put it in her arms , hands and face .",sunscreen
tETVZtWqdDs,31.67,93.16,"woman is holding a sunscreen tube and put it in her arms , hands and face and the woman in [blank] keeps talkin about the natural sunscreen .",studio
LmEUkoYh0nQ,98.09,136.78,the man finishes his [blank] .,pumpkin
KqOLTkf5ujs,80.55,109.42,he shows off a [blank] roller .,paint
MmYNcmba_Ps,12.97,29.6,the girl bends forward and performs a [blank] into the pool while the camera pans back to a scoreboard .,dive
_5UtmlGMIUc,83.11,131.51,he pulls up his [blank] and starts shaving his other leg .,pants
ShozMaLUS20,0,13.58,old man is raking [blank] outside his home in the fall .,leaves
ShozMaLUS20,5.63,8.94,there is a [blank] parked next to the house .,bicycle
pKOwZrmQan4,84.42,118.07,the people continuously throw the [blank] around the field while the dog chases afterwards and runs around the field .,frisbee
Fu46pdVz4qY,39.37,55.86,the lady shakes out a [blank] and puts it on an ironing board .,dress
Fu46pdVz4qY,55.86,81.39,the lady rubs the [blank] and straitens it out .,dress
Fu46pdVz4qY,81.39,102.14,the lady puts a shirt on the board then puts it back in the [blank] .,basket
qi_6u0mMJQM,12.91,84.34,"then , the person covers a wood [blank] with carpet and cuts the [blank] .",leftovers
qi_6u0mMJQM,84.34,170.41,"then , the person fold the [blank] on the borders and cut the parts not needed .",carpet
MOBJ_kpzHc0,161.11,189.55,the lady grabs two [blank] and fills them up .,cups
MOBJ_kpzHc0,161.11,189.55,the two of them enjoy a [blank] together .,drink
MOBJ_kpzHc0,161.11,189.55,the lady grabs [blank] cups and fills them up .,two
F54PZypvzCc,0,11.61,a little boy is standing in a living [blank] .,room
p4KNKI2UZLc,0.94,34.63,the she performs [blank] flips backwards .,four
p4KNKI2UZLc,34.63,73.94,the gymnast spins backward [blank] time on her side .,one
p4KNKI2UZLc,34.63,73.94,she jumps and flips [blank] times backwards .,two
JBnHqQjeVMk,12.78,16.92,a young kid catches a [blank] .,calf
JBnHqQjeVMk,17.26,18.82,a cowboy jumps off his [blank] to control the calf he has caught .,horse
JBnHqQjeVMk,19.16,20.37,another cowboy in a black shirt jumps off his [blank] .,horse
JBnHqQjeVMk,19.16,20.37,another cowboy in a [blank] shirt jumps off his horse .,black
JBnHqQjeVMk,20.72,21.75,a man in a pink shirt lassos a [blank] .,calf
JBnHqQjeVMk,22.27,24,a woman on a horse catches a [blank] .,calf
JBnHqQjeVMk,24.34,25.9,another man jumps off his brown [blank] to control the calf he has caught .,horse
JBnHqQjeVMk,24.34,25.9,another man jumps off his [blank] horse to control the calf he has caught .,brown
9ntzCNcFTKM,0,92.56,[blank] children wearing white clothing and orange belts are in a room with others watching .,six
K5X_ytiMuqc,33.94,111.27,she puts the [blank] on herself standing in front of a lake and smiling into the camera .,lotion
Mg8y0rgD16M,38.99,127.2,more [blank] are shown while the man cuts up vegetables and mixes them into a bowl .,pictures
yjQ-0AGqFS4,0,19.22,we see a boy playing drums in an instrument [blank] .,store
yjQ-0AGqFS4,167.94,189.19,the boy in the stripes shirt [blank] back and forth .,rocks
V3dTp7_NyiE,0,12.12,a man is working outside in a [blank] .,garden
V3dTp7_NyiE,53.26,63.79,"when he is done , the [blank] is fully trimmed .",plant
gIzsM5cv7XM,0,18.18,a young girl is standing in the room in a [blank] cami and black and white legs preparing talking .,black
gIzsM5cv7XM,152.7,181.79,"afterwards , the [blank] girls stand together and start talking to the camera .",three
L2J_QI2_qms,0,11.41,women are making some gymnasic jumps in a [blank] .,hallway
flfLCoLHm2k,38.33,67.07,the girl then puts the [blank] on a plate and puts saran [blank] over the food .,wrap
LeSq1XE93mE,60.43,171.03,a man is playing [blank] .,guitar
LeSq1XE93mE,60.43,171.03,the man to his right is playing the [blank] .,drums
l5xW6UZWwBs,7.9,12.29,"there [blank] old men wearing straw hats , dressed in t-shirts and shorts getting ready to play shuffleboard .",two
l5xW6UZWwBs,12.29,16.69,there [blank] other men standing a few yards away with their cue sticks .,two
l5xW6UZWwBs,16.69,27.22,a woman with [blank] hair and a yellow shirt is seen playing shuffleboard .,gray
l5xW6UZWwBs,16.69,27.22,a woman with gray hair and a [blank] shirt is seen playing shuffleboard .,yellow
l5xW6UZWwBs,27.22,62.35,there are [blank] discs on the ground that get hit by another disc .,two
l5xW6UZWwBs,75.52,87.82,one of the players adjusts his [blank] before hitting it with the cue stick .,discs
vJyJG6Lvy9Q,0,18.88,white text appears on a [blank] background .,blue
j8bfR_d_TlM,0,97.15,a person makes a jack o [blank] .,lantern
j8bfR_d_TlM,10.2,33.03,first they cut the top off of a [blank] pumpkin and scoop the seeds and other stuff out .,green
j8bfR_d_TlM,80.15,87.44,a [blank] is placed inside and lit .,candle
j8bfR_d_TlM,87.92,97.15,with the lights turned down the jack o [blank] can be viewed .,lantern
gCxLG4hinNw,55.5,65.63,he hands the [blank] to a man walking in and gives the host a handshake .,instrument
kIjYdddY3Xk,2.08,46.29,he is wiping his [blank] down .,shoe
8B3qhnSB7U8,12.59,38.72,the man then holds a [blank] up to her nose and pierces her nose .,gun
1ZuUq5rVwPs,4.43,20.24,a carpenter sprays a [blank] with paint .,ceiling
1ZuUq5rVwPs,73.99,92.33,the [blank] continues as well as the smoothing out of the paint .,painting
G4mX4StOvQE,0,105.76,a woman is kneeling down on a [blank] mat .,blue
u_RzyIJi8qc,0,40.76,[blank] men are standing outside with a crowd of people lifting weights and exercising .,two
5zPTTiJiXUY,8.1,14.21,she lights a [blank] as she drives .,cigarette
81w6SClSFMU,65.19,81.92,the lady then dances the hula [blank] with the tube .,hoop
Sh8JODtAMhc,39.34,133.57,[blank] men are then shown driving around an area on bumper cars while laughing to the camera and others speaking to the camera .,two
lHnSteuHdZ4,158.61,164.27,finally he uses a long metal [blank] to hook the fish he caught and brings it out the hole .,hook
lHnSteuHdZ4,164.27,226.58,he then unhooks the long [blank] and use his [blank] to unhook the small fishing hook the the fish mouth leaving the fish bloody .,tools
_nvQDglPcmc,26.08,237.11,man jumps in the water and is holding a ball and sart playing in the [blank] .,pool
J8Ziy8QR8WQ,15,23.02,a man holding a flat [blank] walks across the field followed by a male holding one ball in each hand .,bat
J8Ziy8QR8WQ,23.28,27.16,[blank] men sit with one man holding a flat bat .,two
J8Ziy8QR8WQ,35.7,50.18,guys hit [blank] with the flat bat .,balls
_9v34KLET0g,55.96,119.65,the man mixes the [blank] into a glass together and juices a lime into the glass .,ingredients
_9v34KLET0g,118.68,157.28,"he then pushes the [blank] around and pours liquids into the glass , creating an alcoholic drink .",ingredients
wfy5UXaAVnQ,7.23,12.94,multiple groups of people in boats are out exploring a [blank] .,river
wfy5UXaAVnQ,19.02,22.45,a group of people on a [blank] boat paddle away at the waters in the river .,white
iH8eHkIHrg4,0,0.94,[blank] men walk along the beach with their surfboards .,two
iH8eHkIHrg4,2.82,30.12,they enter the water and the surfer with the [blank] board catches a wave .,white
iH8eHkIHrg4,33.88,88.46,"white board catches another wave as the [blank] board opts out , more waves taken by white board are shown .",blue
iH8eHkIHrg4,33.88,88.46,"white board catches another wave as the blue board opts out , more waves taken by [blank] board are shown .",white
iH8eHkIHrg4,93.17,101.64,the surfer on the [blank] board catches a few waves .,blue
iH8eHkIHrg4,106.34,188.22,"the [blank] board surfer is shown gliding across more waves , clearly like an expert .",white
Bl2Hqx3h9Fw,101.41,110.23,then another screen appears with [blank] words and displays a sentence and the location .,white
iUOCQ9sE2_A,0.66,14.83,[blank] people are seen standing on a mat and begin fighting one another .,two
brrf2inGs7E,10.98,27.45,"the person pushes [blank] into their hands , watching the soap drip down , and then scrubs their hands .",soap
-ApIBtH_pVc,20,57.16,there 's a woman with a hand tattoo and [blank] painted nails attaching and screwing a parts in the trunk of a car to attach the spare tire .,red
-ApIBtH_pVc,57.16,78.3,then she places the spare [blank] into the metal case .,tire
pON-g7IJKEY,9.89,13.85,there is a disney princess [blank] hanging from a tree .,pinata
pON-g7IJKEY,13.85,19.12,the kids are enjoying hitting the pinata with a [blank] stick .,blue
pON-g7IJKEY,23.61,25.06,a little girl dressed in a [blank] skirt tries to tear the pinata by hitting it hard with the stick .,purple
4xmQoAK3QNc,7.27,20.45,[blank] men stand on a field .,three
4xmQoAK3QNc,12.27,20.45,[blank] man throws a ball on the field .,one
4xmQoAK3QNc,17.27,29.54,three men flip a [blank] .,coin
4xmQoAK3QNc,17.27,29.54,[blank] men flip a coin .,three
0PnAEoMx-v0,0,69.43,a person is playing an acoustic [blank] .,guitar
uINj6L2EEUs,61.16,80.21,[blank] athletes walk through wearing green and orange jerseys then saw through large logs in a competition .,two
uINj6L2EEUs,87.23,99.26,[blank] athletes walk through a hallway then chop an upright log in a competition .,two
uINj6L2EEUs,115.3,130.34,[blank] athletes enter through a hallway then use a hand saw to cut through a log .,two
uINj6L2EEUs,131.35,142.37,[blank] athletes enter through a hallway then place boards into a log to stand on while chopping it down .,two
Xv2-EY_zKNM,0,49.81,these [blank] different teams are running on the field because they 're playing shinty .,two
P_b6_k2ocYw,0,87.89,a woman in a hat and a vest stands buy a [blank] .,cart
P_b6_k2ocYw,0,87.89,a woman in a hat and a [blank] stands buy a cart .,vest
P_b6_k2ocYw,50.54,57.57,a [blank] drives by the cart .,car
OSw73cXwjR4,0,159.71,a person wearing a [blank] is sitting no a couch .,hat
Zk4EvGw7cAw,0.83,23.34,there are [blank] high school students in the high school cafeteria standing next to a table where some students are sitting .,two
Zk4EvGw7cAw,2.26,9.41,one of the students is undressing and changing his [blank] while the other student in a red shirt is watching him .,shorts
Zk4EvGw7cAw,2.26,9.41,one of the students is undressing and changing his shorts while the other student in a [blank] shirt is watching him .,red
Zk4EvGw7cAw,8.93,10.24,"after the student finishes changing , the boy in the [blank] shirt makes fun of him .",red
Zk4EvGw7cAw,10,23.1,"the student gets provoked and punches the boy in the [blank] shirt on his face , causing him to fall on the ground on his head .",red
96HJ_LqNdkg,0,15.03,this girl is doing a video of how to make your [blank] shoes become sparkly clean .,white
